respondent_id,true_segment,age_group,gender,city_tier,occupation,income_bracket,education,cricket_role,practice_days,data_importance,fantasy_cricket,pod_interest,monthly_rec_spend,psm_too_cheap,psm_reasonable,psm_expensive,psm_too_expensive,membership_wtp,digital_spend,food_delivery_freq,influence_source,tech_adoption,distance_tolerance,preferred_timeslot,nps_score,pod_conversion,pod_conversion_binary,realistic_monthly_spend,use_academy,use_boxcricket,use_bowlingmachine,use_homenet,use_videoanalysis,use_mobilegame,use_gym,disc_freetrial,disc_buy5get1,disc_student,disc_family,disc_offpeak,disc_referral,disc_academy,disc_corporate,feat_ai,feat_bowlingmachine,feat_batspeed,feat_footwork,feat_videoreplay,feat_leaderboard,feat_progressreport,feat_appbooking,brand_mrf,brand_sg,brand_ss,brand_kookaburra,brand_graynicolls,brand_adidasnike,brand_decathlon,brand_nopref,addon_smartbat,addon_wearables,addon_aicoaching,addon_highlights,addon_fitness,addon_merch,stream_hotstar,stream_jiocinema,stream_netflix,stream_prime,stream_youtube,stream_sonyliv,act_gym,act_yoga,act_othersport,act_swimming,act_videogaming,act_running,past_boxcricket,past_trampoline,past_vr,past_bowling,past_gokarting,past_fitclass,past_academy,past_golf,frust_nodata,frust_coachattention,frust_timing,frust_crowded,frust_distance,frust_cost,frust_equipment,frust_notracking,bar_price,bar_location,bar_humancoach,bar_aidistrust,bar_time,bar_notserious,bar_academy,bar_safety,bar_social,hh_self,hh_child,hh_spouse,hh_sibling,hh_parent
R1206,Rising_Star,15-18,Male,Tier 1,Salaried govt,Below 20K,12th/Diploma,Competitive,5-6,5,Occasional,4,501-1000,50-99,150-199,400-499,300-399,500-999,201-500,3-4/week,Celebrity,Late majority,Up to 3km,Evening,4,Yes - if price right,1.0,854.0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,1.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0
R1207,Semi_Pro,Under 15,Male,Tier 1,Salaried private,40K-75K,12th/Diploma,Competitive,Daily,4,Occasional,5,Above 5000,150-199,200-249,500-599,400-499,Up to 499,Above 1000,3-4/week,Social media,Late majority,Up to 5km,Early morning,7,Yes - definitely,1.0,4500.0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1.0,,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0
R1208,Recreational_Adult,15-18,Female,Metro,Salaried private,40K-75K,Masters+,Regular,0,1,Not interested,3,1-500,50-99,200-249,,400-499,500-999,201-500,Rarely,Self,Late majority,Up to 5km,Evening,8,Maybe,,257.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0.0,,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,1,0
R1209,Rising_Star,Under 15,Male,Metro,School student,40K-75K,12th/Diploma,Regular,5-6,3,Active,4,1-500,50-99,200-249,300-399,300-399,1000-1999,Above 1000,3-4/week,Friends/Teammates,Late majority,Up to 5km,Evening,8,Yes - if price right,1.0,311.0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0
R1210,Recreational_Adult,15-18,Male,Tier 1,Salaried govt,20K-40K,Masters+,Regular,3-4,2,Occasional,4,501-1000,50-99,200-249,500-599,600-799,500-999,201-500,1-2/week,Social media,Tech avoider,Up to 10km,Evening,6,Maybe,,742.0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0
R1211,Corporate_Fan,26-35,Male,Metro,Professional,75K-150K,Masters+,Occasional,1-2,4,Active,4,1001-2500,150-199,250-299,,500-599,Would not subscribe,Above 1000,3-4/week,Self,Late majority,Up to 3km,Evening,7,Unlikely,0.0,1700.0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0,1,0,0
R1212,Corporate_Fan,36-50,Male,Tier 1,Salaried private,75K-150K,Bachelors,Fan only,1-2,2,Active,3,1001-2500,100-149,300-349,400-499,400-499,Would not subscribe,1-200,Rarely,Social media,Early adopter,Up to 10km,Morning,5,Unlikely,0.0,1367.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,,0.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0
R1213,Recreational_Adult,26-35,Other/PNS,Tier 1,College student,20K-40K,Bachelors,Regular,1-2,2,Occasional,3,1001-2500,100-149,250-299,300-399,500-599,2000-3000,Above 1000,3-4/week,Self,Early majority,Up to 3km,Evening,5,Yes - if price right,1.0,1589.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,,1.0,1.0,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,1,0,0,1,0,1,0,0
R1214,Recreational_Adult,26-35,Female,Tier 1,College student,Below 20K,Bachelors,Regular,5-6,3,Aware not using,2,0,150-199,150-199,400-499,500-599,Would not subscribe,501-1000,Daily,Friends/Teammates,Early adopter,Up to 10km,Night,8,Maybe,,0.0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,1,0,0,1,0
R1215,Rising_Star,Under 15,Male,Tier 2,School student,Below 20K,Bachelors,Regular,1-2,3,Not interested,5,1001-2500,Below 50,200-249,500-599,300-399,500-999,501-1000,Daily,Self,Early adopter,Up to 3km,Early morning,7,Yes - if price right,1.0,1550.0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,0,1,0
R1216,Recreational_Adult,26-35,Male,Metro,Salaried govt,Below 20K,12th/Diploma,Occasional,1-2,3,Occasional,4,501-1000,50-99,200-249,300-399,400-499,500-999,Above 1000,Daily,Friends/Teammates,Early majority,Up to 5km,Night,8,Maybe,,535.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,1,1,0,0,1
R1217,Recreational_Adult,19-25,Male,Tier 2,Other,75K-150K,Masters+,Occasional,1-2,2,Active,2,2501-5000,50-99,150-199,500-599,500-599,1000-1999,501-1000,Rarely,Friends/Teammates,Late majority,Up to 5km,Evening,4,Maybe,,3203.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,,0.0,,0.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,1,0,0,0,1,1,1,0,0,0
R1218,Recreational_Adult,Under 15,Male,Tier 2,Other,40K-75K,Bachelors,Regular,3-4,2,Aware not using,4,501-1000,50-99,250-299,300-399,400-499,1000-1999,201-500,1-2/week,Self,Early majority,Up to 10km,Early morning,6,Maybe,,837.0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1.0,0.0,0.0,,0.0,1.0,,0.0,1.0,0.0,1.0,0.0,1,1,0,0,1,1,0,0,0,0
R1219,Semi_Pro,15-18,Male,Metro,Salaried govt,40K-75K,Bachelors,Fan only,1-2,5,Active,4,1001-2500,100-149,150-199,400-499,400-499,500-999,201-500,1-2/week,Coach,Early majority,Up to 3km,Morning,9,Yes - definitely,1.0,1135.0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,0,,,,,0.0,,,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
R1220,Rising_Star,15-18,Male,Metro,School student,40K-75K,12th/Diploma,Regular,3-4,5,Occasional,5,1001-2500,100-149,300-349,400-499,,Above 3000,501-1000,3-4/week,Self,Early majority,Up to 3km,Afternoon,9,Maybe,,1791.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0
R1221,Rising_Star,15-18,Male,Metro,Other,20K-40K,12th/Diploma,Occasional,5-6,5,Aware not using,4,501-1000,100-149,100-149,200-299,500-599,Up to 499,201-500,3-4/week,Self,Late majority,Up to 5km,Night,7,Maybe,,677.0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
R1222,Rising_Star,19-25,Male,Metro,School student,40K-75K,12th/Diploma,Competitive,3-4,3,Occasional,4,1-500,100-149,200-249,200-299,300-399,1000-1999,201-500,3-4/week,Social media,Early adopter,Up to 5km,Evening,8,Yes - if price right,1.0,440.0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,,0,1,0,1,0,1,0,0,1,0
R1223,Corporate_Fan,36-50,Male,Metro,Salaried private,20K-40K,Masters+,Occasional,0,2,Occasional,3,0,50-99,200-249,500-599,400-499,Up to 499,501-1000,Daily,Employer,Early adopter,Up to 3km,Evening,6,Unlikely,0.0,22.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
R1224,Semi_Pro,19-25,Male,Metro,Salaried private,40K-75K,12th/Diploma,Competitive,3-4,5,Active,4,1-500,100-149,300-349,300-399,500-599,Above 3000,Above 1000,Daily,Coach,Early majority,Up to 3km,Night,6,Yes - definitely,1.0,306.0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1.0,1.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0
R1225,Rising_Star,Under 15,Male,Tier 2,School student,Below 20K,12th/Diploma,Regular,5-6,5,Active,4,501-1000,150-199,250-299,200-299,300-399,1000-1999,0,1-2/week,Friends/Teammates,Early majority,Up to 5km,Morning,7,Yes - if price right,1.0,731.0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1.0,1.0,0.0,,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0
R1226,Corporate_Fan,36-50,Male,Metro,Homemaker,40K-75K,Bachelors,Fan only,0,1,Not interested,3,1001-2500,150-199,150-199,,800+,1000-1999,501-1000,Daily,Self,Early adopter,Up to 5km,Evening,6,Unlikely,0.0,1181.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0
R1227,Recreational_Adult,26-35,Male,Metro,Other,20K-40K,Bachelors,Occasional,1-2,3,Active,2,501-1000,100-149,100-149,300-399,300-399,500-999,201-500,Daily,Coach,Late majority,Up to 3km,Evening,7,Unlikely,0.0,634.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0.0,1.0,,0.0,0.0,,1.0,,0.0,0.0,0.0,1.0,0,1,0,1,0,1,1,0,0,0
R1228,Recreational_Adult,19-25,Male,Metro,Self-employed,75K-150K,Bachelors,Regular,1-2,2,Occasional,2,1001-2500,100-149,200-249,300-399,500-599,Up to 499,501-1000,3-4/week,Friends/Teammates,Early majority,Up to 3km,Evening,6,Yes - if price right,1.0,1947.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,0,1,1,0
R1229,Sceptic,26-35,Male,Metro,Self-employed,40K-75K,12th/Diploma,Fan only,3-4,1,Aware not using,1,0,50-99,100-149,300-399,800+,Would not subscribe,1-200,Rarely,Social media,Laggard,Up to 5km,Morning,3,No,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,0,0
R1230,Rising_Star,15-18,Male,Rural,School student,40K-75K,Bachelors,Competitive,5-6,3,Occasional,4,1-500,Below 50,100-149,500-599,400-499,Would not subscribe,201-500,1-2/week,Parents/Family,Late majority,Any distance,Evening,6,Yes - if price right,1.0,450.0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0
R1231,Rising_Star,15-18,Female,Tier 1,School student,Below 20K,12th/Diploma,Competitive,1-2,3,Active,4,1001-2500,100-149,300-349,400-499,400-499,1000-1999,1-200,1-2/week,Parents/Family,Early adopter,Up to 5km,Morning,9,Yes - if price right,1.0,1638.0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,,,,0.0,1.0,1.0,0.0,1.0,0,0,1,0,0,0,0,0,1,0
R1232,Recreational_Adult,15-18,Female,Metro,Self-employed,Above 150K,Bachelors,Competitive,3-4,3,Active,3,1001-2500,100-149,250-299,400-499,300-399,Would not subscribe,201-500,Rarely,Friends/Teammates,Early majority,Up to 10km,Evening,7,Yes - if price right,1.0,2342.0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,0.0,0.0,0,0,0,0,0,1,0,1,0,1
R1233,Rising_Star,15-18,Male,Metro,College student,Below 20K,12th/Diploma,Regular,5-6,5,Occasional,1,1001-2500,Below 50,100-149,200-299,400-499,Up to 499,501-1000,1-2/week,Self,Early majority,Up to 5km,Evening,9,Yes - definitely,1.0,1392.0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,1,0,0,0,0,1,1
R1234,Semi_Pro,15-18,Male,Tier 1,Self-employed,75K-150K,Bachelors,Competitive,5-6,5,Occasional,4,2501-5000,100-149,250-299,300-399,800+,500-999,201-500,Rarely,Friends/Teammates,Early adopter,Up to 5km,Morning,7,Yes - definitely,1.0,4440.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0,1,0,0,0,0
R1235,Rising_Star,Under 15,Male,Tier 2,School student,40K-75K,Bachelors,Fan only,3-4,5,Aware not using,4,Above 5000,Below 50,150-199,500-599,800+,1000-1999,201-500,3-4/week,Parents/Family,Early adopter,Any distance,Evening,8,Yes - if price right,1.0,4019.0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0.0,1.0,,1.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0
R1236,Rising_Star,Under 15,Male,Tier 2,School student,20K-40K,Up to 10th,Competitive,1-2,4,Active,4,2501-5000,100-149,250-299,400-499,400-499,500-999,1-200,3-4/week,Parents/Family,Early majority,Within 1km,Evening,7,Yes - if price right,1.0,3821.0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,1,0
R1237,Rising_Star,26-35,Male,Tier 1,School student,20K-40K,Up to 10th,Competitive,5-6,3,Not interested,5,1001-2500,Below 50,100-149,400-499,500-599,500-999,201-500,Rarely,Parents/Family,Early majority,Up to 10km,Morning,8,Yes - definitely,1.0,1939.0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0.0,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,1,0
R1238,Recreational_Adult,19-25,Male,Tier 1,Salaried govt,75K-150K,Bachelors,Regular,1-2,3,Active,2,1-500,150-199,200-249,300-399,600-799,Up to 499,501-1000,3-4/week,Friends/Teammates,Laggard,Up to 3km,Morning,10,Maybe,,272.0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0
R1239,Rising_Star,15-18,Male,Tier 1,Salaried private,40K-75K,Up to 10th,Competitive,3-4,4,Active,5,0,200-249,150-199,300-399,400-499,500-999,201-500,Rarely,Social media,Early majority,Up to 5km,Evening,9,Yes - if price right,1.0,67.0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1.0,1.0,1.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,1,0,0
R1240,Rising_Star,15-18,Male,Tier 2,Professional,Below 20K,Up to 10th,Regular,0,5,Not interested,5,1001-2500,200-249,,300-399,500-599,500-999,0,1-2/week,Parents/Family,Laggard,Any distance,Afternoon,7,Yes - if price right,1.0,1459.0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1.0,0.0,,,1.0,,0.0,1.0,1.0,0.0,0.0,0.0,1,0,1,0,1,1,0,0,0,0
R1241,Corporate_Fan,36-50,Male,Tier 1,Salaried private,Above 150K,Bachelors,Occasional,0,2,Aware not using,3,501-1000,100-149,150-199,300-399,400-499,Would not subscribe,501-1000,3-4/week,Employer,Early majority,Up to 10km,Evening,6,Yes - if price right,1.0,838.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0
R1242,Recreational_Adult,26-35,Male,Metro,Salaried private,Below 20K,Bachelors,Regular,1-2,2,Occasional,4,1-500,100-149,250-299,500-599,800+,500-999,501-1000,1-2/week,Parents/Family,Early majority,Up to 10km,Early morning,6,Yes - if price right,1.0,281.0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1.0,0.0,,0.0,0.0,1.0,,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0
R1243,Recreational_Adult,36-50,Male,Tier 2,School student,40K-75K,Masters+,Fan only,0,3,Occasional,3,1-500,150-199,200-249,300-399,600-799,Up to 499,201-500,1-2/week,Self,Early majority,Up to 10km,Morning,7,Unlikely,0.0,181.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,1,0,1,1,0
R1244,Rising_Star,15-18,Male,Tier 2,School student,40K-75K,Up to 10th,Coach,5-6,4,Aware not using,4,2501-5000,100-149,250-299,300-399,400-499,Above 3000,201-500,3-4/week,Friends/Teammates,Early adopter,Up to 5km,Afternoon,6,Yes - if price right,1.0,3442.0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0
R1245,Recreational_Adult,15-18,Male,Tier 1,Salaried private,75K-150K,Bachelors,Competitive,3-4,4,Active,3,0,50-99,150-199,200-299,400-499,Up to 499,Above 1000,1-2/week,Self,Early majority,Up to 5km,Night,7,Yes - if price right,1.0,0.0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,0,1,0,0
R1246,Rising_Star,15-18,Male,Rural,College student,20K-40K,Bachelors,Coach,3-4,3,Active,5,1001-2500,150-199,250-299,400-499,600-799,500-999,501-1000,1-2/week,Parents/Family,Early adopter,Up to 5km,Afternoon,5,Yes - if price right,1.0,1645.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,1,0
R1247,Semi_Pro,15-18,Male,Tier 3,College student,20K-40K,Masters+,Competitive,1-2,4,Occasional,4,Above 5000,150-199,300-349,500-599,300-399,2000-3000,1-200,1-2/week,Coach,Late majority,Up to 5km,Morning,6,Yes - if price right,1.0,4500.0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
